age,attrition,business_travel,department,distance_from_home,education,education_field,employee_id,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_working_hours
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,779,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,10.30844421582076
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,780,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,10.611550332383665
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,781,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,7.119044917257683
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,782,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,7.405662393162393
40,No,Non-Travel,Research & Development,25,4,Other,783,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,8.033875114784205
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,784,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,6.488941344778255
44,No,Non-Travel,Research & Development,5,3,Life Sciences,785,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,6.603619565217391
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,786,Male,2,Manager,Single,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,6.909737654320987
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,787,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,6.783873905025358
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,788,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,6.513810185185185
44,No,Travel_Rarely,Research & Development,5,1,Other,789,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,6.923727231329691
33,No,Travel_Frequently,Human Resources,10,3,Medical,790,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,7.28843487394958
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,791,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,6.880241290018832
30,No,Travel_Rarely,Sales,1,2,Technical Degree,792,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,6.058786610878661
42,No,Travel_Frequently,Research & Development,8,4,Medical,793,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,7.300039158100832
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,794,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,7.579750712250712
30,No,Non-Travel,Research & Development,8,3,Life Sciences,795,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,6.094781400966184
57,No,Travel_Rarely,Sales,2,1,Life Sciences,796,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,7.580286231884059
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,797,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,6.893671139359698
34,No,Travel_Frequently,Research & Development,2,4,Medical,798,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,6.305397865114022
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,799,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,6.538028233151183
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,800,Female,5,Research Scientist,Single,44340,2.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,7.796020804755372
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,801,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,8.512823691460056
35,No,Travel_Rarely,Sales,7,4,Other,802,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,6.602291972589329
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,803,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,8.521810920362423
24,No,Non-Travel,Research & Development,10,3,Life Sciences,804,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,7.350506741050674
44,No,Travel_Frequently,Research & Development,5,2,Medical,805,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,10.292641746684955
29,No,Travel_Rarely,Sales,10,2,Life Sciences,806,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,7.0301909007773205
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,807,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,6.101496786042241
55,No,Travel_Rarely,Sales,20,3,Marketing,808,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,10.69115721040189
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,809,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,7.898539389799636
47,No,Travel_Rarely,Research & Development,8,4,Medical,810,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,10.849712962962963
28,Yes,Travel_Frequently,Sales,1,3,Marketing,811,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,7.588862704918032
28,No,Travel_Rarely,Sales,8,4,Marketing,812,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,6.122644675925926
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,813,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,6.962416789035732
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,814,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,6.400011921793038
29,No,Travel_Frequently,Research & Development,8,1,Medical,815,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,7.121506147540984
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,816,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,5.973506038647343
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,817,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,8.459304954304955
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,818,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,7.424210832171083
54,No,Travel_Frequently,Sales,10,3,Life Sciences,819,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,7.000416666666667
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,820,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,6.523200783771323
44,No,Travel_Rarely,Sales,26,1,Marketing,821,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,7.881761280931587
39,No,Travel_Rarely,Sales,6,1,Technical Degree,822,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,7.125110867446394
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,823,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,7.023544260027663
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,824,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,6.203768801552644
23,No,Travel_Rarely,Research & Development,2,4,Medical,825,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,7.709598765432099
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,826,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,7.620850241545894
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,827,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,10.289966761633428
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,828,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,6.3646038647343
50,No,Travel_Frequently,Research & Development,6,3,Medical,829,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,9.983714689265538
34,No,Travel_Rarely,Sales,25,5,Marketing,830,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,10.494251676245211
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,831,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,6.595753472222222
37,No,Travel_Rarely,Research & Development,2,2,Medical,832,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,8.006495911495911
29,No,Travel_Rarely,Research & Development,1,3,Medical,833,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,6.202246732026144
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,834,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,7.208550309966619
45,No,Travel_Rarely,Sales,3,3,Life Sciences,835,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,6.04475360297536
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,836,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,8.067896174863387
40,No,Travel_Rarely,Sales,10,1,Life Sciences,837,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,6.323114997713763
33,No,Travel_Rarely,Research & Development,9,3,Medical,838,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,10.617287649219467
40,No,Travel_Rarely,Sales,5,5,Life Sciences,839,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3,8.432153916211293
24,No,Travel_Rarely,Sales,10,2,Marketing,840,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,6.096182277318641
40,No,Non-Travel,Research & Development,7,3,Medical,841,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,8.382793847566575
45,No,Travel_Rarely,Research & Development,4,3,Medical,842,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,6.594626113455227
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,843,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,7.77234075670498
32,No,Travel_Rarely,Research & Development,22,4,Medical,844,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,7.27428999538958
36,No,Travel_Rarely,Sales,9,3,Marketing,845,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,9.089532103825137
48,No,Travel_Rarely,Research & Development,12,4,Medical,846,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,7.859650726676043
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,847,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,7.7590975103734445
33,No,Travel_Rarely,Research & Development,9,1,Medical,848,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,7.108776115859449
30,Yes,Travel_Rarely,Research & Development,1,3,Other,849,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,7.376322173702086
38,No,Travel_Frequently,Sales,9,3,Marketing,850,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,6.928822640632264
35,No,Travel_Rarely,Sales,7,2,Life Sciences,851,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,6.80815801457195
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,852,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,6.500898903195041
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,853,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,9.684859913793103
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,854,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,6.5080817395264114
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,855,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,7.6001531778692275
32,No,Non-Travel,Research & Development,10,4,Life Sciences,856,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,7.381282051282051
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,857,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,7.112005507662835
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,858,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,7.422164109716411
55,No,Travel_Rarely,Research & Development,11,1,Medical,859,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,6.372202041785375
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,860,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,2.0,3.0,2.0,3,3,6.133991228070175
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,861,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,7.30157019990702
38,No,Travel_Rarely,Sales,14,2,Marketing,862,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,7.00611581920904
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,863,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,7.2450107758620685
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,864,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,7.427548100048099
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,865,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,8.108851383028599
35,No,Travel_Rarely,Sales,12,2,Life Sciences,866,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,9.299442007797271
39,No,Travel_Rarely,Sales,2,2,Medical,867,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,7.768857142857143
29,No,Travel_Frequently,Research & Development,5,1,Medical,868,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,6.832889123300516
50,No,Travel_Rarely,Research & Development,4,2,Medical,869,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,9.387326388888889
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,870,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,6.664042824074074
36,No,Travel_Frequently,Sales,21,3,Life Sciences,871,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,9.21666075650118
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,872,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,5.996898719707362
35,No,Travel_Rarely,Sales,4,3,Medical,873,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,6.391757741347906
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,874,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,5.9954394157088124
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,875,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,6.491637115839243
43,No,Travel_Rarely,Research & Development,1,1,Other,876,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,7.030567738791423
35,No,Travel_Rarely,Sales,6,3,Marketing,877,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,7.3205448259418215
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,878,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,6.5991343937298295
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,879,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,8.417341772151898
22,No,Non-Travel,Sales,17,2,Marketing,880,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,8.882230426629162
50,No,Travel_Frequently,Research & Development,3,3,Other,881,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,9.425232053040695
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,882,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,6.344614463601533
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,883,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,8.78037494284408
30,No,Travel_Rarely,Research & Development,4,3,Medical,884,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,6.562242489270386
45,No,Travel_Rarely,Sales,29,2,Technical Degree,885,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,8.87501467931346
45,No,Non-Travel,Sales,2,4,Life Sciences,886,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,7.908878159275155
31,No,Travel_Frequently,Research & Development,7,3,Medical,887,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,7.144681688125894
36,No,Travel_Rarely,Research & Development,18,1,Medical,888,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,10.91689342403628
34,No,Travel_Frequently,Sales,28,4,Marketing,889,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,6.102161785216179
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,890,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,7.295703161320316
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,891,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,6.567342995169082
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,892,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,6.090469821673525
35,No,Travel_Rarely,Research & Development,2,3,Medical,893,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,7.603104018912529
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,894,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,7.38428125
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,895,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,7.880823877068558
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,896,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,8.39764060356653
47,No,Travel_Rarely,Research & Development,25,4,Medical,897,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,6.0397417355371905
39,No,Travel_Rarely,Sales,2,4,Life Sciences,898,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3,6.870003687315634
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,899,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,7.586946859903382
35,No,Non-Travel,Research & Development,29,3,Medical,900,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,6.191809178743962
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,901,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,7.993996978149697
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,902,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,6.66040948275862
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,903,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,7.317151056014692
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,904,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,9.588505007153074
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,905,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,5.966612268518518
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,906,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,7.942092352092351
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,907,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,9.179383101851851
44,No,Travel_Frequently,Sales,2,2,Marketing,908,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,8.593498563218391
48,No,Travel_Frequently,Sales,10,4,Marketing,909,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,7.111725146198831
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,910,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,3.0,4.0,2.0,1,3,10.69871586629002
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,911,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,8.687724314272431
27,No,Travel_Rarely,Sales,10,4,Life Sciences,912,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,7.1704118357487925
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,913,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,6.4101211705532695
40,Yes,Travel_Rarely,Sales,16,4,Marketing,914,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,10.486748633879783
29,No,Travel_Rarely,Research & Development,20,1,Medical,915,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,7.294751773049645
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,916,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,7.88170243204578
25,No,Travel_Frequently,Sales,5,1,Marketing,917,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,6.098032904148784
39,No,Travel_Rarely,Sales,10,3,Marketing,918,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,6.773751788268955
49,No,Travel_Rarely,Sales,4,2,Life Sciences,919,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,7.800969316596931
50,No,Travel_Rarely,Research & Development,2,2,Medical,920,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,7.78853125
20,No,Travel_Rarely,Research & Development,18,4,Medical,921,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,6.625714115402956
34,No,Travel_Rarely,Research & Development,10,3,Medical,922,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,7.7068788745827375
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,923,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,5.9864875730994145
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,924,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,8.499204545454544
36,No,Non-Travel,Research & Development,8,4,Life Sciences,925,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,7.954062932226832
36,No,Travel_Rarely,Research & Development,2,2,Medical,926,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,6.310086367880485
