age,business_travel,department,education,education_field,gender,job_level,job_role,marital_status,percent_salary_hike,training_times_last_year,environment_satisfaction,job_satisfaction,work_life_balance,performance_rating,log_monthly_income,log_distance_from_home,log_years_since_last_promotion,log_total_working_years,log_num_companies_worked,log_years_at_company,log_years_with_curr_manager,total_satisfaction,loyalty_ratio,promotion_recency,income_per_exp_year
25,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,15,3,3.0,4.0,2.0,3,11.223121142137346,2.1972245773362196,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.9459101490553132,1.6094379124341003,3.0,0.8571428571428571,0.14285714285714285,10691.42857142857
45,Travel_Rarely,Sales,3,Life Sciences,Male,3,Healthcare Representative,Single,14,2,2.0,3.0,3.0,3,11.014374202079626,1.0986122886681098,1.3862943611198906,2.302585092994046,0.0,2.1972245773362196,0.6931471805599453,2.75,0.8,0.3333333333333333,6074.0
23,Travel_Rarely,Research & Development,1,Life Sciences,Female,2,Research Scientist,Single,17,2,1.0,3.0,3.0,3,12.062669833224628,3.1780538303479458,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.0,0.6666666666666666,0.0,57760.0
47,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Research Director,Single,13,2,2.0,3.0,3.0,3,10.230666742245749,1.6094379124341003,0.6931471805599453,2.3978952727983707,1.6094379124341003,1.791759469228055,1.3862943611198906,2.75,0.45454545454545453,0.16666666666666666,2521.818181818182
34,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,12,3,4.0,4.0,3.0,3,10.71555046034839,2.5649493574615367,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.9459101490553132,1.6094379124341003,3.5,0.8571428571428571,0.14285714285714285,6435.714285714285
55,Travel_Rarely,Human Resources,3,Human Resources,Male,4,Laboratory Technician,Married,12,2,4.0,1.0,3.0,3,11.215610477950067,2.0794415416798357,0.6931471805599453,3.2188758248682006,1.791759469228055,1.791759469228055,1.6094379124341003,2.75,0.2,0.16666666666666666,2971.2
36,Non-Travel,Research & Development,2,Life Sciences,Male,5,Sales Executive,Single,18,2,1.0,1.0,3.0,3,11.664022917009133,2.0794415416798357,0.0,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.302585092994046,1.5,0.9090909090909091,0.0,10573.636363636364
52,Non-Travel,Research & Development,4,Life Sciences,Male,5,Sales Executive,Married,18,2,4.0,4.0,3.0,3,11.486386398733051,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,1.6094379124341003,1.0986122886681098,3.5,0.6666666666666666,0.2,16230.0
26,Travel_Frequently,Research & Development,2,Life Sciences,Male,1,Manufacturing Director,Divorced,11,2,1.0,3.0,3.0,3,10.252417581902414,1.0986122886681098,1.0986122886681098,1.791759469228055,1.3862943611198906,1.0986122886681098,0.0,2.5,0.3333333333333333,0.6666666666666666,4725.0
29,Travel_Rarely,Research & Development,2,Medical,Male,3,Manufacturing Director,Married,14,5,2.0,3.0,2.0,3,12.041144934894152,2.3978952727983707,0.6931471805599453,2.4849066497880004,1.6094379124341003,2.1972245773362196,0.6931471805599453,2.5,0.6666666666666666,0.1111111111111111,14132.5
26,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,19,2,4.0,1.0,2.0,3,10.170877627969897,2.772588722239781,0.6931471805599453,1.9459101490553132,1.9459101490553132,1.6094379124341003,1.0986122886681098,2.5,0.5714285714285714,0.2,3732.8571428571427
34,Travel_Rarely,Research & Development,4,Technical Degree,Male,2,Manufacturing Director,Single,12,3,2.0,4.0,3.0,3,11.02615810629731,2.70805020110221,0.6931471805599453,2.3978952727983707,1.0986122886681098,1.6094379124341003,1.3862943611198906,3.0,0.36363636363636365,0.2,5587.272727272727
54,Travel_Rarely,Research & Development,4,Medical,Female,2,Laboratory Technician,Divorced,15,2,4.0,1.0,3.0,3,10.81237091748186,2.9444389791664403,0.6931471805599453,2.302585092994046,2.302585092994046,1.791759469228055,1.6094379124341003,2.75,0.5,0.16666666666666666,4963.0
27,Travel_Frequently,Research & Development,2,Life Sciences,Female,4,Research Scientist,Married,12,5,3.0,4.0,3.0,3,12.182655594065697,2.6390573296152584,0.6931471805599453,1.791759469228055,0.0,1.6094379124341003,0.6931471805599453,3.25,0.6666666666666666,0.2,32561.666666666668
37,Travel_Rarely,Sales,4,Technical Degree,Male,2,Manufacturing Director,Divorced,11,1,4.0,1.0,2.0,3,11.030379508549343,1.0986122886681098,1.6094379124341003,1.9459101490553132,0.0,1.791759469228055,1.3862943611198906,2.5,0.7142857142857143,0.6666666666666666,8817.142857142857
38,Travel_Frequently,Sales,4,Life Sciences,Female,2,Research Scientist,Single,11,3,1.0,1.0,3.0,3,10.072428317836021,1.0986122886681098,1.6094379124341003,2.8903717578961645,1.9459101490553132,2.772588722239781,2.5649493574615367,2.0,0.8333333333333334,0.25,1315.5555555555557
34,Travel_Rarely,Sales,3,Marketing,Male,1,Sales Representative,Single,12,2,3.0,1.0,3.0,3,11.543658335005926,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.9459101490553132,1.3862943611198906,2.5,0.8571428571428571,0.14285714285714285,14731.42857142857
35,Travel_Rarely,Research & Development,4,Medical,Male,3,Manager,Married,16,6,1.0,4.0,2.0,3,9.726213236963687,1.791759469228055,0.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0986122886681098,2.25,0.75,0.0,4187.5
30,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,13,2,4.0,3.0,3.0,3,10.13582867620438,3.044522437723423,0.0,2.0794415416798357,1.3862943611198906,1.0986122886681098,1.0986122886681098,3.25,0.25,0.0,3153.75
40,Travel_Frequently,Research & Development,4,Medical,Male,2,Manufacturing Director,Married,13,3,3.0,2.0,3.0,3,11.092412706722497,2.3978952727983707,1.3862943611198906,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.0794415416798357,3.0,0.8888888888888888,0.3333333333333333,7296.666666666667
34,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,24,2,3.0,1.0,3.0,4,10.766187616237207,2.3978952727983707,0.6931471805599453,1.9459101490553132,1.791759469228055,1.3862943611198906,1.0986122886681098,2.5,0.42857142857142855,0.25,6770.0
42,Travel_Frequently,Research & Development,4,Medical,Male,1,Manufacturing Director,Divorced,15,2,2.0,4.0,2.0,3,11.430423903458427,2.302585092994046,2.70805020110221,3.2188758248682006,0.6931471805599453,3.2188758248682006,2.302585092994046,3.0,0.96,0.56,3683.2
23,Travel_Rarely,Sales,3,Medical,Female,4,Manufacturing Director,Married,18,2,3.0,1.0,3.0,3,10.727465607601715,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,2.25,0.0,0.0,22795.0
24,Non-Travel,Sales,5,Marketing,Female,1,Manufacturing Director,Divorced,14,3,3.0,2.0,3.0,3,11.31314437369291,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.75,0.5,0.0,40945.0
52,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Married,11,1,4.0,3.0,3.0,3,10.28946398406043,3.4011973816621555,0.6931471805599453,2.302585092994046,2.1972245773362196,1.791759469228055,1.6094379124341003,3.0,0.5,0.16666666666666666,2942.0
50,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,11,3,3.0,3.0,3.0,3,10.807928350453047,2.1972245773362196,0.0,3.4339872044851463,1.791759469228055,1.6094379124341003,1.3862943611198906,2.5,0.12903225806451613,0.0,1593.8709677419354
29,Travel_Rarely,Sales,4,Marketing,Female,4,Research Scientist,Married,13,2,2.0,1.0,3.0,3,11.575909653758895,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.5,0.5,0.0,53250.0
33,Travel_Rarely,Research & Development,4,Life Sciences,Male,4,Manufacturing Director,Married,12,2,3.0,3.0,4.0,3,10.985648591762406,1.3862943611198906,1.3862943611198906,2.70805020110221,0.0,2.6390573296152584,2.0794415416798357,3.25,0.8666666666666667,0.21428571428571427,3934.6666666666665
33,Travel_Rarely,Research & Development,5,Life Sciences,Male,1,Human Resources,Single,16,3,1.0,1.0,3.0,3,11.366638782699756,3.1780538303479458,0.0,1.9459101490553132,1.791759469228055,1.3862943611198906,1.0986122886681098,1.75,0.42857142857142855,0.0,12341.42857142857
47,Travel_Rarely,Research & Development,4,Other,Male,2,Manager,Married,14,2,3.0,4.0,2.0,3,11.058338387651427,1.9459101490553132,1.3862943611198906,3.295836866004329,0.6931471805599453,3.295836866004329,0.0,3.25,0.9629629629629629,0.1111111111111111,2350.740740740741
36,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,Married,22,3,3.0,2.0,3.0,4,10.645448706505872,1.9459101490553132,0.0,2.3978952727983707,0.0,2.302585092994046,1.791759469228055,2.75,0.8181818181818182,0.0,3818.181818181818
29,Travel_Rarely,Research & Development,3,Other,Male,1,Research Scientist,Married,11,3,3.0,3.0,3.0,3,10.449323113491568,2.3978952727983707,0.0,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.0794415416798357,2.75,0.9090909090909091,0.0,3138.181818181818
58,Travel_Rarely,Research & Development,3,Other,Female,2,Research Scientist,Single,17,2,4.0,2.0,3.0,3,10.672924252515658,3.2188758248682006,2.6390573296152584,3.713572066704308,2.0794415416798357,3.4657359027997265,2.1972245773362196,3.0,0.7560975609756098,0.40625,1052.9268292682927
35,Travel_Rarely,Sales,4,Marketing,Female,1,Research Scientist,Single,13,3,4.0,3.0,3.0,3,10.178122378638475,2.3978952727983707,1.0986122886681098,2.0794415416798357,1.3862943611198906,1.0986122886681098,1.0986122886681098,3.5,0.25,0.6666666666666666,3290.0
42,Travel_Rarely,Sales,1,Marketing,Male,2,Laboratory Technician,Married,18,2,4.0,4.0,3.0,3,10.751092508621763,2.772588722239781,0.0,2.1972245773362196,2.302585092994046,1.6094379124341003,1.0986122886681098,3.5,0.4444444444444444,0.0,5186.666666666667
28,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Executive,Single,16,4,3.0,3.0,2.0,3,10.37477161168151,2.995732273553991,1.0986122886681098,1.791759469228055,1.9459101490553132,1.0986122886681098,0.6931471805599453,2.5,0.3333333333333333,0.6666666666666666,5340.0
36,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Married,14,3,3.0,2.0,3.0,3,10.211009016314167,1.0986122886681098,0.0,2.1972245773362196,1.6094379124341003,1.791759469228055,1.6094379124341003,2.75,0.5555555555555556,0.0,3022.222222222222
32,Travel_Rarely,Research & Development,1,Medical,Male,2,Manufacturing Director,Married,14,2,3.0,3.0,3.0,3,12.054150314422056,1.3862943611198906,1.9459101490553132,2.70805020110221,0.6931471805599453,2.70805020110221,2.1972245773362196,2.75,0.9333333333333333,0.4,11454.0
40,Travel_Frequently,Sales,3,Marketing,Male,3,Manufacturing Director,Single,14,3,1.0,3.0,3.0,3,10.01596766362013,2.302585092994046,0.0,2.3978952727983707,1.0986122886681098,0.6931471805599453,0.0,2.5,0.09090909090909091,0.0,2034.5454545454545
30,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Research Director,Single,13,3,3.0,4.0,2.0,3,9.604474863741963,2.0794415416798357,0.0,2.5649493574615367,1.791759469228055,0.0,0.0,3.0,0.0,0.0,1140.7692307692307
45,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,Single,12,2,2.0,3.0,3.0,3,10.934017269554356,2.3978952727983707,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.75,0.5,0.0,28025.0
42,Travel_Rarely,Research & Development,2,Medical,Male,2,Sales Representative,Married,15,3,2.0,2.0,2.0,3,11.197543261876168,3.044522437723423,2.0794415416798357,2.3978952727983707,0.6931471805599453,2.302585092994046,2.1972245773362196,2.25,0.8181818181818182,0.7,6631.818181818182
38,Travel_Frequently,Sales,3,Medical,Male,2,Research Scientist,Divorced,19,5,1.0,1.0,2.0,3,10.045898158017241,1.6094379124341003,0.6931471805599453,2.6390573296152584,1.0986122886681098,1.6094379124341003,1.0986122886681098,1.75,0.2857142857142857,0.2,1647.142857142857
34,Travel_Frequently,Research & Development,4,Life Sciences,Male,3,Laboratory Technician,Single,14,3,3.0,4.0,3.0,3,10.063946862472948,2.0794415416798357,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.791759469228055,1.3862943611198906,3.25,0.7142857142857143,0.16666666666666666,3354.285714285714
49,Travel_Rarely,Sales,2,Life Sciences,Female,2,Healthcare Representative,Married,14,2,3.0,4.0,4.0,3,11.407353815914204,2.0794415416798357,2.0794415416798357,2.302585092994046,0.6931471805599453,2.302585092994046,2.0794415416798357,3.75,0.9,0.7,8998.0
55,Travel_Rarely,Human Resources,3,Technical Degree,Male,4,Manufacturing Director,Single,11,3,3.0,4.0,2.0,3,10.673387419194466,2.833213344056216,2.0794415416798357,2.5649493574615367,1.6094379124341003,2.302585092994046,1.3862943611198906,3.25,0.6923076923076923,0.7,3322.3076923076924
43,Travel_Rarely,Research & Development,2,Medical,Male,2,Healthcare Representative,Married,13,3,2.0,1.0,3.0,3,11.023877640745798,3.258096538021482,0.6931471805599453,3.1354942159291497,1.9459101490553132,1.6094379124341003,0.0,2.0,0.17391304347826086,0.2,2666.086956521739
27,Travel_Rarely,Sales,4,Medical,Male,2,Manager,Divorced,21,2,3.0,4.0,3.0,4,10.418135860525785,1.0986122886681098,0.0,2.302585092994046,0.6931471805599453,2.302585092994046,2.1972245773362196,3.0,0.9,0.0,3346.0
35,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Director,Single,13,2,3.0,3.0,4.0,3,11.594975387608546,0.6931471805599453,0.6931471805599453,2.8903717578961645,1.3862943611198906,2.1972245773362196,1.9459101490553132,3.25,0.4444444444444444,0.1111111111111111,6030.555555555556
28,Travel_Rarely,Sales,2,Technical Degree,Female,1,Sales Executive,Married,12,3,2.0,2.0,3.0,3,10.01283510937141,0.6931471805599453,2.0794415416798357,2.1972245773362196,0.6931471805599453,2.1972245773362196,1.791759469228055,2.25,0.8888888888888888,0.7777777777777778,2478.8888888888887
34,Travel_Rarely,Sales,5,Life Sciences,Male,4,Research Scientist,Married,17,2,3.0,4.0,1.0,3,10.053242872620965,1.0986122886681098,0.0,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,2.75,0.6,0.0,4646.0
26,Travel_Frequently,Research & Development,4,Other,Female,1,Sales Executive,Married,23,2,3.0,3.0,3.0,4,9.915465529295535,3.1354942159291497,0.6931471805599453,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.0794415416798357,3.0,0.8888888888888888,0.1111111111111111,2248.8888888888887
27,Non-Travel,Sales,3,Technical Degree,Female,1,Sales Executive,Married,11,2,4.0,4.0,2.0,3,10.208432264538738,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,3.25,0.0,0.0,27130.0
51,Travel_Rarely,Sales,3,Medical,Male,3,Research Scientist,Married,15,0,1.0,3.0,2.0,3,11.455201008605492,2.833213344056216,1.6094379124341003,3.4011973816621555,1.0986122886681098,3.044522437723423,2.8903717578961645,2.25,0.6666666666666666,0.19047619047619047,3146.3333333333335
44,Travel_Rarely,Sales,5,Medical,Female,1,Sales Executive,Single,11,3,4.0,2.0,2.0,3,10.152727608571611,3.2188758248682006,1.0986122886681098,2.3978952727983707,2.302585092994046,1.791759469228055,1.3862943611198906,2.75,0.45454545454545453,0.3333333333333333,2332.7272727272725
25,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,11,5,1.0,1.0,2.0,3,12.202370802154958,2.8903717578961645,0.0,1.9459101490553132,2.0794415416798357,1.6094379124341003,0.6931471805599453,2.0,0.5714285714285714,0.0,28465.714285714286
33,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Laboratory Technician,Divorced,13,3,1.0,1.0,3.0,3,10.106877275363477,2.1972245773362196,0.0,2.302585092994046,0.6931471805599453,2.302585092994046,2.1972245773362196,1.75,0.9,0.0,2451.0
35,Travel_Rarely,Sales,4,Medical,Female,2,Manager,Single,24,5,3.0,1.0,2.0,4,11.45307991459881,1.9459101490553132,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.9459101490553132,0.6931471805599453,2.0,0.8571428571428571,0.14285714285714285,13455.714285714286
36,Travel_Rarely,Sales,4,Marketing,Male,3,Manager,Married,13,2,2.0,4.0,2.0,3,11.372064418801726,2.3978952727983707,1.6094379124341003,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.4849066497880004,2.75,0.9473684210526315,0.21052631578947367,4571.578947368421
32,Travel_Rarely,Research & Development,4,Medical,Female,4,Sales Executive,Divorced,20,3,2.0,4.0,2.0,4,10.321572692000395,1.3862943611198906,0.0,2.1972245773362196,1.0986122886681098,1.791759469228055,1.3862943611198906,2.75,0.5555555555555556,0.0,3375.5555555555557
30,Travel_Frequently,Research & Development,5,Medical,Male,5,Sales Representative,Divorced,14,2,2.0,4.0,2.0,3,10.328134180060221,1.6094379124341003,0.0,2.3978952727983707,2.302585092994046,1.791759469228055,1.3862943611198906,2.75,0.45454545454545453,0.0,2780.0
53,Travel_Rarely,Sales,3,Marketing,Male,4,Sales Executive,Married,18,1,1.0,4.0,3.0,3,10.054103420843255,1.9459101490553132,0.0,3.58351893845611,2.0794415416798357,1.791759469228055,1.6094379124341003,3.0,0.1388888888888889,0.0,645.8333333333334
45,Travel_Rarely,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,Divorced,15,2,4.0,1.0,3.0,3,9.946594933570061,0.6931471805599453,0.0,2.9444389791664403,1.6094379124341003,1.791759469228055,1.0986122886681098,2.75,0.2631578947368421,0.0,1098.9473684210527
32,Travel_Rarely,Sales,3,Marketing,Female,1,Human Resources,Married,12,4,3.0,3.0,2.0,3,10.332701738815134,2.3978952727983707,0.6931471805599453,2.302585092994046,1.791759469228055,1.791759469228055,1.3862943611198906,2.25,0.5,0.16666666666666666,3072.0
52,Travel_Frequently,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Married,16,2,3.0,4.0,3.0,3,10.820997540815013,0.6931471805599453,0.0,3.4657359027997265,1.3862943611198906,2.302585092994046,0.0,3.25,0.28125,0.0,1564.375
37,Travel_Rarely,Sales,2,Life Sciences,Female,4,Laboratory Technician,Divorced,15,2,4.0,3.0,3.0,3,10.658928549267461,3.2188758248682006,0.0,2.302585092994046,1.6094379124341003,0.6931471805599453,0.0,3.25,0.1,0.0,4257.0
28,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Healthcare Representative,Divorced,16,3,2.0,4.0,3.0,3,10.12667110305036,3.091042453358316,0.0,1.9459101490553132,0.6931471805599453,1.791759469228055,1.6094379124341003,3.0,0.7142857142857143,0.0,3571.4285714285716
22,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Representative,Married,19,3,4.0,4.0,1.0,3,9.307557822691543,1.0986122886681098,1.0986122886681098,1.6094379124341003,1.9459101490553132,1.0986122886681098,1.0986122886681098,2.75,0.4,0.6666666666666666,2204.0
44,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,Married,11,2,1.0,4.0,2.0,3,11.557238957112581,3.1354942159291497,0.0,2.3978952727983707,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.5,0.2727272727272727,0.0,9502.727272727272
42,Travel_Frequently,Sales,4,Life Sciences,Female,2,Laboratory Technician,Single,16,4,2.0,4.0,3.0,3,10.038062150832348,2.6390573296152584,1.0986122886681098,2.1972245773362196,1.791759469228055,1.0986122886681098,1.0986122886681098,2.75,0.2222222222222222,0.6666666666666666,2542.222222222222
36,Travel_Rarely,Research & Development,3,Other,Male,2,Research Scientist,Married,24,6,1.0,1.0,3.0,4,10.578750763997512,2.70805020110221,0.0,1.9459101490553132,0.0,1.791759469228055,1.3862943611198906,1.75,0.7142857142857143,0.0,5612.857142857143
25,Travel_Rarely,Sales,3,Life Sciences,Female,1,Laboratory Technician,Married,11,2,3.0,1.0,3.0,3,10.048063973643371,2.4849066497880004,0.0,1.791759469228055,0.6931471805599453,1.791759469228055,1.3862943611198906,2.5,0.8333333333333334,0.0,3851.6666666666665
35,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,Married,13,2,4.0,3.0,3.0,3,10.354595018522993,2.302585092994046,1.791759469228055,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.772588722239781,3.0,0.9444444444444444,0.2777777777777778,1744.4444444444443
35,Travel_Frequently,Sales,2,Marketing,Female,1,Laboratory Technician,Divorced,13,2,4.0,2.0,2.0,3,10.515993929932415,2.1972245773362196,2.0794415416798357,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.1972245773362196,3.0,0.9090909090909091,0.6363636363636364,3354.5454545454545
32,Non-Travel,Research & Development,3,Life Sciences,Male,1,Sales Executive,Divorced,13,3,4.0,4.0,3.0,3,10.703266939811954,3.091042453358316,0.0,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,3.5,0.6,0.0,8900.0
25,Travel_Rarely,Sales,3,Marketing,Female,4,Research Scientist,Married,12,2,3.0,1.0,4.0,3,10.224157008939576,1.791759469228055,0.0,1.791759469228055,0.6931471805599453,1.791759469228055,1.3862943611198906,2.75,0.8333333333333334,0.0,4593.333333333333
49,Travel_Rarely,Sales,3,Technical Degree,Female,2,Sales Representative,Married,18,5,3.0,1.0,3.0,3,12.156519940700496,2.302585092994046,0.0,2.0794415416798357,1.0986122886681098,1.6094379124341003,1.0986122886681098,2.5,0.5,0.0,23791.25
24,Non-Travel,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,Married,22,3,1.0,4.0,2.0,4,12.14004501622116,1.0986122886681098,1.3862943611198906,1.9459101490553132,0.0,1.791759469228055,1.6094379124341003,2.5,0.7142857142857143,0.5,26745.714285714286
32,Travel_Frequently,Research & Development,5,Medical,Male,1,Research Scientist,Married,13,3,2.0,2.0,3.0,3,11.466577815431828,2.5649493574615367,1.791759469228055,2.3978952727983707,0.6931471805599453,2.3978952727983707,1.3862943611198906,2.25,0.9090909090909091,0.45454545454545453,8679.09090909091
38,Travel_Rarely,Sales,2,Medical,Male,1,Sales Executive,Married,13,3,2.0,2.0,3.0,3,11.830222163348102,3.1354942159291497,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,2.75,0.5,0.3333333333333333,34335.0
42,Travel_Rarely,Research & Development,1,Technical Degree,Female,2,Research Scientist,Married,23,6,3.0,4.0,2.0,4,12.206027644517643,2.9444389791664403,0.6931471805599453,2.8903717578961645,1.0986122886681098,1.791759469228055,1.3862943611198906,3.0,0.2777777777777778,0.16666666666666666,11110.555555555555
31,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Sales Executive,Married,12,3,4.0,4.0,3.0,3,10.034121000171332,2.833213344056216,0.0,2.1972245773362196,1.3862943611198906,1.9459101490553132,1.0986122886681098,3.5,0.6666666666666666,0.0,2532.222222222222
29,Travel_Rarely,Sales,3,Marketing,Male,3,Laboratory Technician,Divorced,12,2,2.0,3.0,3.0,3,10.988017819994926,1.3862943611198906,0.0,1.791759469228055,1.9459101490553132,1.3862943611198906,1.0986122886681098,2.75,0.5,0.0,9860.0
53,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Representative,Married,16,2,1.0,4.0,3.0,3,9.947073723199049,2.302585092994046,1.0986122886681098,3.367295829986474,1.791759469228055,1.0986122886681098,1.0986122886681098,2.5,0.06896551724137931,0.6666666666666666,720.3448275862069
35,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,12,3,4.0,2.0,3.0,3,12.031248909693552,0.6931471805599453,1.6094379124341003,2.833213344056216,1.3862943611198906,2.6390573296152584,2.1972245773362196,3.25,0.7647058823529411,0.2857142857142857,9877.64705882353
37,Travel_Frequently,Research & Development,4,Life Sciences,Female,3,Human Resources,Married,11,1,3.0,4.0,3.0,3,10.481251939552509,2.6390573296152584,0.0,2.3978952727983707,1.791759469228055,1.791759469228055,0.0,2.75,0.45454545454545453,0.0,3240.0
53,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Single,22,2,4.0,4.0,3.0,4,10.697633249050782,0.6931471805599453,1.3862943611198906,3.5263605246161616,1.9459101490553132,2.5649493574615367,2.1972245773362196,3.75,0.35294117647058826,0.23076923076923078,1301.4705882352941
43,Travel_Frequently,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,11,4,4.0,4.0,2.0,3,10.871440510734077,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.6094379124341003,1.791759469228055,1.0986122886681098,3.25,0.38461538461538464,0.3333333333333333,4050.0
47,Travel_Rarely,Sales,4,Marketing,Female,3,Research Director,Married,15,2,3.0,4.0,3.0,3,11.090278592103282,2.772588722239781,2.0794415416798357,2.1972245773362196,0.0,2.0794415416798357,2.0794415416798357,3.25,0.7777777777777778,0.875,7281.111111111111
37,Non-Travel,Research & Development,5,Medical,Female,2,Research Scientist,Single,12,1,1.0,2.0,3.0,3,11.044696260501281,0.6931471805599453,0.0,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.302585092994046,2.25,0.9090909090909091,0.0,5691.818181818182
50,Non-Travel,Research & Development,3,Medical,Female,1,Laboratory Technician,Divorced,20,6,1.0,1.0,3.0,4,10.668513436561481,2.8903717578961645,2.70805020110221,3.4657359027997265,0.6931471805599453,3.4657359027997265,2.0794415416798357,2.0,0.96875,0.4375,1343.125
39,Travel_Rarely,Research & Development,3,Other,Female,3,Human Resources,Married,14,3,4.0,4.0,3.0,3,11.127865743638715,0.6931471805599453,0.0,2.6390573296152584,2.1972245773362196,1.791759469228055,1.6094379124341003,3.25,0.35714285714285715,0.0,4860.0
33,Travel_Rarely,Sales,3,Life Sciences,Male,2,Manufacturing Director,Divorced,11,3,4.0,2.0,4.0,3,10.549307248688857,2.0794415416798357,0.0,2.0794415416798357,1.3862943611198906,1.6094379124341003,1.3862943611198906,3.25,0.5,0.0,4768.75
32,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,Single,15,5,1.0,4.0,1.0,3,10.21869967166673,2.302585092994046,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.0,0.5,0.0,13705.0
29,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Healthcare Representative,Divorced,12,2,1.0,4.0,3.0,3,11.108424891548891,1.791759469228055,0.0,2.1972245773362196,1.9459101490553132,1.6094379124341003,1.3862943611198906,3.0,0.4444444444444444,0.0,7414.444444444444
44,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Married,14,6,2.0,1.0,3.0,3,11.243620167168404,3.295836866004329,2.0794415416798357,2.1972245773362196,0.6931471805599453,2.1972245773362196,0.6931471805599453,2.25,0.8888888888888888,0.7777777777777778,8487.777777777777
28,Travel_Rarely,Sales,5,Life Sciences,Female,1,Research Scientist,Single,11,3,1.0,4.0,3.0,3,10.05539285624928,3.2188758248682006,0.0,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.75,0.8,0.0,4656.0
58,Travel_Frequently,Sales,2,Technical Degree,Male,1,Sales Executive,Divorced,11,3,4.0,4.0,2.0,3,9.977249036098181,2.302585092994046,0.0,1.3862943611198906,2.302585092994046,0.6931471805599453,0.0,3.25,0.25,0.0,5382.5
43,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,Divorced,16,4,1.0,2.0,4.0,3,10.794686091998527,2.0794415416798357,0.0,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.0,2.5,0.2,0.0,9752.0
